purchase_order_id,supplier_id,supplier_name,item_id,item_name,quantity,unit_cost,total_cost,order_date,expected_delivery,po_status
PO0243,SUP007,Prime Supplies,P109,Projector,131,17048.91,2233407.21,2023-10-20,2023-11-11,Partially Delivered
PO0244,SUP005,National Electronics,P111,Desktop,26,27049.61,703289.86,2023-05-06,2023-05-25,Partially Delivered
PO0245,SUP009,ABC Technologies,P114,RAM,64,3146.3,201363.2,2023-08-20,2023-09-09,Ordered
PO0246,SUP004,Reliable Systems,P109,Projector,37,18392.42,680519.54,2024-12-03,2024-12-23,Partially Delivered
PO0247,SUP007,Prime Supplies,P114,RAM,107,2656.08,284200.56,2024-05-05,2024-05-24,Cancelled
PO0248,SUP007,Prime Supplies,P110,UPS,26,5076.49,131988.74,2023-08-18,2023-08-29,Partially Delivered
PO0249,SUP006,ABC Technologies,P115,Headset,106,1772.96,187933.76,2024-03-16,2024-03-29,Ordered
PO0250,SUP009,Vertex Traders,P112,Webcam,19,1867.68,35485.92,2024-06-29,2024-07-23,Cancelled
PO0251,SUP006,Prime Supplies,P104,Keyboard,14,1276.9,17876.6,2023-08-28,2023-09-23,Ordered
PO0252,SUP009,Reliable Systems,P112,Webcam,31,2278.69,70639.39,2024-02-24,2024-03-21,Partially Delivered
PO0253,SUP009,Reliable Systems,P103,Monitor,85,5335.67,453531.95,2024-06-10,2024-07-09,Cancelled
PO0254,SUP008,Vertex Traders,P110,UPS,104,4088.47,425200.88,2024-07-28,2024-08-13,Partially Delivered
PO0255,SUP002,Apex Industrial,P113,SSD,143,3233.59,462403.37,2024-06-14,2024-07-12,Ordered
PO0256,SUP009,Apex Industrial,P103,Monitor,46,4571.5,210289.0,2024-08-20,2024-09-08,Ordered
PO0257,SUP010,Smart Source,P114,RAM,45,2431.13,109400.85,2024-07-07,2024-07-18,Ordered
PO0258,SUP005,Reliable Systems,P108,Scanner,13,7864.76,102241.88,2024-08-17,2024-09-07,Partially Delivered
PO0259,SUP008,Prime Supplies,P113,SSD,35,4328.35,151492.25,2023-07-31,2023-08-18,Cancelled
PO0260,SUP001,Metro Distributors,P109,Projector,36,16097.2,579499.2,2023-08-11,2023-09-05,Partially Delivered
PO0261,SUP002,Apex Industrial,P113,SSD,121,4425.72,535512.12,2023-04-27,2023-05-26,Delivered
PO0262,SUP006,Apex Industrial,P110,UPS,135,4801.73,648233.55,2023-03-23,2023-04-05,Ordered
PO0263,SUP010,Prime Supplies,P115,Headset,15,1851.28,27769.2,2024-09-24,2024-10-20,Ordered
PO0264,SUP003,Bluechip Suppliers,P108,Scanner,129,6869.71,886192.59,2024-01-15,2024-01-30,Cancelled
PO0265,SUP006,Global Components,P115,Headset,118,1741.34,205478.12,2023-08-15,2023-09-14,Partially Delivered
PO0266,SUP008,ABC Technologies,P112,Webcam,139,2276.92,316491.88,2023-01-22,2023-02-20,Partially Delivered
PO0267,SUP002,Global Components,P104,Keyboard,42,1353.6,56851.2,2023-01-21,2023-02-18,Delivered
PO0268,SUP010,Smart Source,P113,SSD,30,3042.22,91266.6,2024-06-29,2024-07-08,Partially Delivered
PO0269,SUP007,ABC Technologies,P103,Monitor,90,5238.95,471505.5,2023-09-07,2023-10-05,Ordered
PO0270,SUP002,Bluechip Suppliers,P112,Webcam,145,2074.97,300870.65,2024-07-01,2024-07-31,Ordered
PO0271,SUP004,Smart Source,P101,Laptop,82,32416.1,2658120.2,2023-05-19,2023-06-02,Delivered
PO0272,SUP009,Smart Source,P107,Tablet,27,18078.13,488109.51,2024-12-14,2025-01-13,Delivered
PO0273,SUP004,Vertex Traders,P107,Tablet,112,13023.08,1458584.96,2024-03-26,2024-04-02,Cancelled
PO0274,SUP010,ABC Technologies,P110,UPS,72,3676.17,264684.24,2023-09-05,2023-10-05,Ordered
PO0275,SUP006,Reliable Systems,P111,Desktop,95,29961.36,2846329.2,2024-03-16,2024-03-23,Cancelled
PO0276,SUP007,Metro Distributors,P111,Desktop,73,24182.95,1765355.35,2023-12-09,2023-12-26,Cancelled
PO0277,SUP007,Reliable Systems,P110,UPS,57,3942.72,224735.04,2023-04-29,2023-05-07,Delivered
PO0278,SUP008,Smart Source,P107,Tablet,20,16456.16,329123.2,2024-06-04,2024-06-16,Delivered
PO0279,SUP007,National Electronics,P108,Scanner,17,7662.49,130262.33,2024-07-11,2024-08-04,Cancelled
PO0280,SUP009,Global Components,P101,Laptop,97,41211.69,3997533.93,2023-10-30,2023-11-09,Cancelled
PO0281,SUP007,Global Components,P113,SSD,75,3448.1,258607.5,2024-12-22,2025-01-17,Ordered
PO0282,SUP006,Metro Distributors,P115,Headset,36,1768.89,63680.04,2024-12-14,2025-01-02,Partially Delivered
PO0283,SUP006,Global Components,P109,Projector,86,18840.6,1620291.6,2023-09-29,2023-10-05,Ordered
PO0284,SUP001,Reliable Systems,P104,Keyboard,149,990.66,147608.34,2024-05-17,2024-05-28,Delivered
PO0285,SUP002,Reliable Systems,P108,Scanner,117,5819.31,680859.27,2023-05-18,2023-06-08,Partially Delivered
PO0286,SUP010,Metro Distributors,P111,Desktop,79,28811.42,2276102.18,2024-06-25,2024-07-24,Partially Delivered
PO0287,SUP010,ABC Technologies,P113,SSD,64,4553.83,291445.12,2024-08-12,2024-08-30,Cancelled
PO0288,SUP001,Apex Industrial,P108,Scanner,112,5966.36,668232.32,2024-11-06,2024-11-30,Delivered
PO0289,SUP009,Smart Source,P103,Monitor,139,5687.79,790602.81,2023-10-12,2023-11-05,Partially Delivered
PO0290,SUP004,Vertex Traders,P114,RAM,91,2950.01,268450.91,2023-12-26,2024-01-03,Cancelled
PO0291,SUP001,National Electronics,P103,Monitor,135,4695.89,633945.15,2023-09-30,2023-10-11,Ordered
PO0292,SUP001,Metro Distributors,P113,SSD,37,4274.97,158173.89,2023-10-05,2023-11-03,Partially Delivered
PO0293,SUP008,Metro Distributors,P104,Keyboard,138,1400.4,193255.2,2023-03-08,2023-03-29,Cancelled
PO0294,SUP004,Metro Distributors,P108,Scanner,101,7966.13,804579.13,2023-08-16,2023-09-13,Cancelled
PO0295,SUP004,ABC Technologies,P105,Mouse,131,616.37,80744.47,2023-09-15,2023-09-23,Ordered
PO0296,SUP009,National Electronics,P110,UPS,38,4995.74,189838.12,2023-12-24,2024-01-04,Ordered
PO0297,SUP005,Prime Supplies,P103,Monitor,149,4706.52,701271.48,2023-05-17,2023-06-02,Ordered
PO0298,SUP002,Apex Industrial,P115,Headset,77,1368.83,105399.91,2023-06-24,2023-07-06,Ordered
PO0299,SUP005,Reliable Systems,P112,Webcam,101,2192.2,221412.2,2023-05-18,2023-05-23,Ordered
PO0300,SUP010,Reliable Systems,P101,Laptop,24,38109.14,914619.36,2024-05-21,2024-06-17,Ordered
PO0301,SUP004,Bluechip Suppliers,P110,UPS,65,3587.21,233168.65,2024-01-16,2024-02-14,Ordered
PO0302,SUP003,Prime Supplies,P101,Laptop,133,38218.8,5083100.4,2023-11-13,2023-11-21,Partially Delivered
PO0303,SUP003,National Electronics,P109,Projector,129,15636.55,2017114.95,2024-07-25,2024-08-14,Partially Delivered
PO0304,SUP002,Smart Source,P114,RAM,114,2323.34,264860.76,2023-07-01,2023-07-17,Partially Delivered
PO0305,SUP004,Prime Supplies,P113,SSD,46,3331.11,153231.06,2023-01-15,2023-01-28,Cancelled
PO0306,SUP001,Metro Distributors,P102,Printer,37,8520.85,315271.45,2024-09-28,2024-10-04,Partially Delivered
PO0307,SUP004,ABC Technologies,P107,Tablet,144,14948.7,2152612.8,2024-12-05,2024-12-22,Cancelled
PO0308,SUP003,ABC Technologies,P101,Laptop,48,35692.33,1713231.84,2024-04-04,2024-05-01,Delivered
PO0309,SUP004,National Electronics,P113,SSD,18,3077.47,55394.46,2023-12-10,2024-01-08,Cancelled
PO0310,SUP007,Bluechip Suppliers,P112,Webcam,44,1827.28,80400.32,2024-01-05,2024-01-16,Ordered
PO0311,SUP001,ABC Technologies,P101,Laptop,96,34472.7,3309379.2,2024-09-11,2024-09-26,Ordered
PO0312,SUP001,Smart Source,P108,Scanner,72,5614.2,404222.4,2024-07-30,2024-08-04,Delivered
PO0313,SUP008,Prime Supplies,P110,UPS,128,3461.06,443015.68,2023-02-05,2023-03-02,Delivered
PO0314,SUP001,Bluechip Suppliers,P102,Printer,37,7335.1,271398.7,2024-01-25,2024-02-17,Cancelled
PO0315,SUP003,Global Components,P115,Headset,29,1791.66,51958.14,2024-05-22,2024-05-31,Ordered
PO0316,SUP005,National Electronics,P113,SSD,74,3546.75,262459.5,2024-12-27,2025-01-25,Ordered
PO0317,SUP002,Smart Source,P108,Scanner,38,6848.02,260224.76,2024-07-14,2024-08-13,Ordered
PO0318,SUP003,Metro Distributors,P108,Scanner,75,6098.22,457366.5,2024-02-21,2024-02-27,Partially Delivered
PO0319,SUP007,ABC Technologies,P105,Mouse,43,544.59,23417.37,2023-05-28,2023-06-04,Delivered
PO0320,SUP002,Prime Supplies,P106,Router,56,2150.41,120422.96,2024-08-24,2024-09-06,Ordered
PO0321,SUP008,Prime Supplies,P110,UPS,79,3849.16,304083.64,2024-04-01,2024-05-01,Cancelled
PO0322,SUP006,Vertex Traders,P110,UPS,15,3674.84,55122.6,2023-07-07,2023-07-25,Ordered
PO0323,SUP008,Apex Industrial,P104,Keyboard,43,1243.98,53491.14,2023-03-22,2023-04-16,Partially Delivered
PO0324,SUP005,Vertex Traders,P112,Webcam,16,2691.69,43067.04,2024-11-24,2024-12-03,Partially Delivered
PO0325,SUP003,Global Components,P110,UPS,148,3931.36,581841.28,2024-01-27,2024-02-02,Ordered
PO0326,SUP002,Prime Supplies,P110,UPS,38,3875.4,147265.2,2024-07-03,2024-07-26,Cancelled
PO0327,SUP010,Bluechip Suppliers,P109,Projector,113,23744.29,2683104.77,2024-12-20,2025-01-03,Cancelled
PO0328,SUP007,Prime Supplies,P105,Mouse,132,645.12,85155.84,2024-06-10,2024-07-06,Delivered
PO0329,SUP009,Reliable Systems,P108,Scanner,107,8072.51,863758.57,2023-01-10,2023-01-31,Partially Delivered
PO0330,SUP009,Global Components,P108,Scanner,76,5292.36,402219.36,2023-08-25,2023-09-13,Ordered
PO0331,SUP003,Global Components,P110,UPS,18,4183.25,75298.5,2024-09-26,2024-10-19,Cancelled
PO0332,SUP009,Metro Distributors,P105,Mouse,21,508.6,10680.6,2024-08-07,2024-09-04,Cancelled
PO0333,SUP005,Bluechip Suppliers,P110,UPS,42,4800.49,201620.58,2023-11-30,2023-12-12,Partially Delivered
PO0334,SUP003,Global Components,P109,Projector,121,17671.52,2138253.92,2023-02-10,2023-03-03,Delivered
PO0335,SUP003,Prime Supplies,P110,UPS,145,4038.39,585566.55,2023-10-08,2023-10-26,Ordered
PO0336,SUP008,Prime Supplies,P103,Monitor,26,6794.89,176667.14,2023-07-24,2023-08-21,Ordered
PO0337,SUP004,ABC Technologies,P106,Router,94,1926.56,181096.64,2023-08-02,2023-08-31,Ordered
PO0338,SUP005,National Electronics,P101,Laptop,14,35728.16,500194.24,2024-01-21,2024-02-02,Cancelled
PO0339,SUP009,Apex Industrial,P104,Keyboard,38,1320.58,50182.04,2023-01-04,2023-01-25,Ordered
PO0340,SUP010,Global Components,P102,Printer,74,7028.8,520131.2,2023-01-03,2023-01-08,Cancelled
PO0341,SUP008,Metro Distributors,P110,UPS,48,4776.72,229282.56,2023-05-23,2023-06-18,Cancelled
PO0342,SUP008,Apex Industrial,P112,Webcam,146,2667.27,389421.42,2024-08-14,2024-09-11,Ordered
PO0343,SUP009,Global Components,P107,Tablet,12,15675.73,188108.76,2023-12-11,2023-12-25,Cancelled
PO0344,SUP001,Apex Industrial,P108,Scanner,76,6332.25,481251.0,2023-02-11,2023-02-17,Partially Delivered
PO0345,SUP004,Smart Source,P111,Desktop,66,26237.92,1731702.72,2023-05-02,2023-05-10,Ordered
PO0346,SUP002,Apex Industrial,P115,Headset,34,1696.84,57692.56,2023-03-29,2023-04-13,Partially Delivered
PO0347,SUP010,Reliable Systems,P112,Webcam,76,2076.54,157817.04,2023-05-25,2023-06-23,Delivered
PO0348,SUP002,Vertex Traders,P101,Laptop,58,37038.83,2148252.14,2024-11-11,2024-11-16,Delivered
PO0349,SUP008,Vertex Traders,P106,Router,71,2216.62,157380.02,2024-02-25,2024-03-01,Cancelled
PO0350,SUP007,National Electronics,P110,UPS,74,3810.09,281946.66,2024-12-21,2025-01-03,Cancelled
PO0351,SUP005,ABC Technologies,P103,Monitor,23,4629.18,106471.14,2024-07-17,2024-07-26,Delivered
PO0352,SUP003,Prime Supplies,P112,Webcam,148,2633.84,389808.32,2024-12-06,2024-12-27,Delivered
PO0353,SUP003,National Electronics,P109,Projector,124,20410.29,2530875.96,2023-10-23,2023-10-28,Delivered
PO0354,SUP005,Vertex Traders,P101,Laptop,145,32699.76,4741465.2,2023-03-13,2023-04-02,Delivered
PO0355,SUP004,National Electronics,P108,Scanner,68,7475.56,508338.08,2024-01-03,2024-01-28,Partially Delivered
PO0356,SUP001,Reliable Systems,P103,Monitor,66,5226.66,344959.56,2024-04-10,2024-04-15,Ordered
PO0357,SUP009,Vertex Traders,P103,Monitor,34,6781.98,230587.32,2024-07-27,2024-08-05,Ordered
PO0358,SUP003,Vertex Traders,P109,Projector,39,21167.6,825536.4,2023-03-13,2023-04-07,Partially Delivered
PO0359,SUP001,ABC Technologies,P110,UPS,14,3816.36,53429.04,2024-02-12,2024-02-20,Cancelled
PO0360,SUP007,ABC Technologies,P110,UPS,54,3694.31,199492.74,2023-09-28,2023-10-16,Ordered
PO0361,SUP008,Global Components,P102,Printer,42,8621.61,362107.62,2024-06-18,2024-06-27,Ordered
PO0362,SUP007,Global Components,P102,Printer,54,7321.81,395377.74,2023-05-11,2023-06-03,Partially Delivered
PO0363,SUP006,ABC Technologies,P102,Printer,42,6705.71,281639.82,2023-09-28,2023-10-20,Cancelled
PO0364,SUP005,Reliable Systems,P112,Webcam,119,2177.82,259160.58,2023-11-29,2023-12-11,Cancelled
PO0365,SUP003,Prime Supplies,P112,Webcam,21,2691.82,56528.22,2023-11-09,2023-12-04,Cancelled
PO0366,SUP001,Global Components,P107,Tablet,66,17724.06,1169787.96,2023-11-04,2023-11-21,Ordered
PO0367,SUP004,Reliable Systems,P106,Router,70,1932.19,135253.3,2024-05-26,2024-06-23,Cancelled
PO0368,SUP007,Global Components,P114,RAM,48,2385.8,114518.4,2023-12-25,2024-01-16,Cancelled
PO0369,SUP002,Prime Supplies,P107,Tablet,146,13215.91,1929522.86,2023-11-22,2023-12-21,Cancelled
PO0370,SUP007,National Electronics,P111,Desktop,56,28067.44,1571776.64,2023-01-04,2023-01-25,Cancelled
PO0371,SUP003,Reliable Systems,P115,Headset,99,1990.96,197105.04,2024-02-14,2024-02-23,Ordered
PO0372,SUP008,Bluechip Suppliers,P115,Headset,123,1956.39,240635.97,2024-02-23,2024-03-16,Partially Delivered
PO0373,SUP003,Apex Industrial,P113,SSD,85,3805.95,323505.75,2023-03-24,2023-04-19,Ordered
PO0374,SUP002,Bluechip Suppliers,P111,Desktop,63,27656.23,1742342.49,2023-02-07,2023-02-25,Partially Delivered
PO0375,SUP004,Vertex Traders,P109,Projector,133,23744.74,3158050.42,2023-05-30,2023-06-08,Partially Delivered
PO0376,SUP007,National Electronics,P113,SSD,63,3532.54,222550.02,2023-11-11,2023-12-09,Delivered
PO0377,SUP005,Apex Industrial,P102,Printer,48,6912.77,331812.96,2024-10-14,2024-11-01,Partially Delivered
PO0378,SUP007,Reliable Systems,P103,Monitor,101,5016.27,506643.27,2023-06-26,2023-07-01,Partially Delivered
PO0379,SUP010,Smart Source,P111,Desktop,32,32756.83,1048218.56,2023-04-14,2023-05-10,Delivered
PO0380,SUP004,ABC Technologies,P109,Projector,150,16074.59,2411188.5,2023-05-31,2023-06-19,Cancelled
PO0381,SUP005,Bluechip Suppliers,P104,Keyboard,88,1111.69,97828.72,2024-11-24,2024-12-17,Delivered
PO0382,SUP007,Bluechip Suppliers,P112,Webcam,26,2267.11,58944.86,2023-10-11,2023-11-03,Ordered
PO0383,SUP002,Global Components,P107,Tablet,113,13813.82,1560961.66,2023-01-19,2023-02-04,Ordered
PO0384,SUP004,Reliable Systems,P103,Monitor,33,4786.39,157950.87,2024-01-15,2024-01-29,Ordered
PO0385,SUP007,ABC Technologies,P113,SSD,57,3432.77,195667.89,2023-01-31,2023-02-08,Partially Delivered
PO0386,SUP003,Global Components,P110,UPS,145,4062.99,589133.55,2023-09-03,2023-09-23,Cancelled
PO0387,SUP004,Global Components,P101,Laptop,24,30539.54,732948.96,2023-03-05,2023-04-01,Cancelled
PO0388,SUP001,Metro Distributors,P109,Projector,22,16073.53,353617.66,2023-10-10,2023-10-16,Partially Delivered
PO0389,SUP008,Global Components,P115,Headset,131,1905.57,249629.67,2023-09-04,2023-09-12,Cancelled
PO0390,SUP007,Prime Supplies,P113,SSD,116,3100.22,359625.52,2023-04-18,2023-05-13,Partially Delivered
PO0391,SUP010,Reliable Systems,P111,Desktop,23,32194.16,740465.68,2023-09-22,2023-09-30,Cancelled
PO0392,SUP002,Global Components,P114,RAM,144,2464.67,354912.48,2024-01-09,2024-01-14,Delivered
PO0393,SUP002,ABC Technologies,P108,Scanner,97,5861.85,568599.45,2024-06-26,2024-07-06,Cancelled
PO0394,SUP009,ABC Technologies,P115,Headset,52,1721.84,89535.68,2024-11-23,2024-12-12,Cancelled
PO0395,SUP004,Smart Source,P103,Monitor,129,5836.99,752971.71,2023-02-27,2023-03-26,Ordered
PO0396,SUP009,Global Components,P107,Tablet,37,14916.56,551912.72,2024-07-19,2024-08-15,Cancelled
PO0397,SUP010,Apex Industrial,P114,RAM,49,2237.95,109659.55,2023-07-27,2023-08-22,Cancelled
PO0398,SUP004,Smart Source,P105,Mouse,133,627.41,83445.53,2023-05-04,2023-05-26,Partially Delivered
PO0399,SUP002,ABC Technologies,P114,RAM,68,2135.96,145245.28,2024-03-05,2024-03-27,Delivered
PO0400,SUP009,Vertex Traders,P113,SSD,83,3927.6,325990.8,2024-11-20,2024-12-18,Partially Delivered
PO0401,SUP005,Reliable Systems,P108,Scanner,138,5314.71,733429.98,2023-06-23,2023-07-18,Delivered
PO0402,SUP003,Global Components,P113,SSD,44,3376.92,148584.48,2024-02-09,2024-02-19,Cancelled
PO0403,SUP007,Bluechip Suppliers,P110,UPS,19,4720.82,89695.58,2024-01-29,2024-02-22,Partially Delivered
PO0404,SUP001,National Electronics,P114,RAM,126,2385.92,300625.92,2024-11-13,2024-12-03,Cancelled
PO0405,SUP002,Metro Distributors,P111,Desktop,101,23935.29,2417464.29,2024-09-26,2024-10-23,Partially Delivered
PO0406,SUP002,National Electronics,P112,Webcam,46,1845.86,84909.56,2023-02-26,2023-03-26,Partially Delivered
PO0407,SUP001,Metro Distributors,P114,RAM,47,2532.77,119040.19,2023-01-05,2023-01-25,Delivered
PO0408,SUP005,Prime Supplies,P106,Router,21,2953.19,62016.99,2024-10-26,2024-11-16,Partially Delivered
PO0409,SUP010,Bluechip Suppliers,P114,RAM,64,2891.21,185037.44,2024-12-12,2024-12-20,Delivered
PO0410,SUP002,Metro Distributors,P110,UPS,45,3819.41,171873.45,2023-10-27,2023-11-17,Ordered
PO0411,SUP002,ABC Technologies,P101,Laptop,87,41193.12,3583801.44,2024-03-11,2024-04-04,Partially Delivered
PO0412,SUP002,National Electronics,P114,RAM,68,2143.41,145751.88,2023-04-14,2023-04-30,Cancelled
PO0413,SUP005,National Electronics,P112,Webcam,103,2493.1,256789.3,2024-07-17,2024-08-03,Delivered
PO0414,SUP002,ABC Technologies,P104,Keyboard,94,1115.64,104870.16,2024-07-17,2024-07-24,Partially Delivered
PO0415,SUP007,Reliable Systems,P101,Laptop,40,40706.97,1628278.8,2023-10-10,2023-10-30,Delivered
PO0416,SUP007,Global Components,P108,Scanner,139,7562.75,1051222.25,2024-08-22,2024-09-21,Partially Delivered
PO0417,SUP002,Prime Supplies,P108,Scanner,73,6797.66,496229.18,2023-11-25,2023-12-23,Ordered
PO0418,SUP002,Prime Supplies,P115,Headset,124,1973.48,244711.52,2023-12-04,2024-01-03,Delivered
PO0419,SUP002,Vertex Traders,P110,UPS,105,4677.14,491099.7,2024-05-24,2024-06-14,Partially Delivered
PO0420,SUP010,Smart Source,P105,Mouse,49,596.62,29234.38,2024-10-16,2024-10-22,Delivered
PO0421,SUP005,National Electronics,P104,Keyboard,108,1000.18,108019.44,2023-10-30,2023-11-29,Partially Delivered
PO0422,SUP003,ABC Technologies,P113,SSD,81,3722.7,301538.7,2024-04-18,2024-05-07,Partially Delivered
PO0423,SUP001,Bluechip Suppliers,P102,Printer,123,6966.28,856852.44,2024-04-16,2024-04-27,Cancelled
PO0424,SUP008,Bluechip Suppliers,P102,Printer,102,7983.39,814305.78,2023-09-27,2023-10-26,Delivered
PO0425,SUP005,Metro Distributors,P108,Scanner,25,5842.06,146051.5,2024-05-13,2024-05-28,Ordered
PO0426,SUP005,Bluechip Suppliers,P113,SSD,57,4491.3,256004.1,2023-10-31,2023-11-07,Partially Delivered
PO0427,SUP003,Apex Industrial,P112,Webcam,127,2404.85,305415.95,2024-01-28,2024-02-03,Delivered
PO0428,SUP009,National Electronics,P106,Router,76,2734.11,207792.36,2024-02-08,2024-03-05,Delivered
PO0429,SUP001,Smart Source,P115,Headset,125,1453.87,181733.75,2024-06-12,2024-06-26,Cancelled
PO0430,SUP007,Metro Distributors,P107,Tablet,74,12998.3,961874.2,2024-04-01,2024-04-26,Delivered
PO0431,SUP006,Metro Distributors,P108,Scanner,27,7675.05,207226.35,2024-12-24,2025-01-04,Cancelled
PO0432,SUP003,Metro Distributors,P108,Scanner,116,7196.14,834752.24,2024-01-02,2024-01-26,Cancelled
PO0433,SUP007,ABC Technologies,P112,Webcam,139,2562.46,356181.94,2024-09-13,2024-09-19,Partially Delivered
PO0434,SUP004,Prime Supplies,P109,Projector,143,23746.64,3395769.52,2024-08-28,2024-09-23,Ordered
PO0435,SUP001,Vertex Traders,P112,Webcam,95,2508.97,238352.15,2023-08-29,2023-09-11,Ordered
PO0436,SUP003,Smart Source,P111,Desktop,144,34989.24,5038450.56,2024-09-10,2024-10-09,Delivered
PO0437,SUP008,National Electronics,P110,UPS,117,4635.97,542408.49,2023-12-02,2023-12-26,Partially Delivered
PO0438,SUP006,National Electronics,P113,SSD,12,3543.55,42522.6,2024-11-29,2024-12-24,Cancelled
PO0439,SUP006,Vertex Traders,P101,Laptop,131,35002.87,4585375.97,2024-04-19,2024-05-09,Partially Delivered
PO0440,SUP001,Metro Distributors,P103,Monitor,121,6441.29,779396.09,2024-08-23,2024-09-19,Partially Delivered
PO0441,SUP003,Smart Source,P103,Monitor,56,5544.46,310489.76,2024-02-17,2024-03-16,Delivered
PO0442,SUP003,Smart Source,P103,Monitor,25,6094.8,152370.0,2023-06-29,2023-07-24,Ordered
PO0443,SUP008,National Electronics,P102,Printer,29,9609.3,278669.7,2024-01-15,2024-02-09,Ordered
PO0444,SUP005,Prime Supplies,P108,Scanner,37,6430.36,237923.32,2023-02-28,2023-03-29,Partially Delivered
PO0445,SUP010,Bluechip Suppliers,P102,Printer,83,7565.54,627939.82,2024-07-19,2024-08-05,Delivered
PO0446,SUP010,ABC Technologies,P101,Laptop,105,30135.82,3164261.1,2023-04-17,2023-05-05,Delivered
PO0447,SUP007,Apex Industrial,P110,UPS,55,3636.92,200030.6,2023-07-04,2023-08-01,Ordered
PO0448,SUP008,Global Components,P102,Printer,78,7263.79,566575.62,2024-02-12,2024-02-25,Ordered
PO0449,SUP008,ABC Technologies,P107,Tablet,149,12266.8,1827753.2,2023-03-15,2023-04-03,Delivered
PO0450,SUP001,Vertex Traders,P113,SSD,30,3685.1,110553.0,2023-07-18,2023-08-06,Ordered
PO0451,SUP007,Smart Source,P101,Laptop,84,36249.54,3044961.36,2023-08-02,2023-08-12,Delivered
PO0452,SUP008,Prime Supplies,P105,Mouse,81,596.72,48334.32,2023-08-18,2023-08-26,Partially Delivered
PO0453,SUP001,Bluechip Suppliers,P113,SSD,123,3739.83,459999.09,2023-09-05,2023-09-27,Delivered
PO0454,SUP001,Prime Supplies,P110,UPS,18,4634.58,83422.44,2023-11-29,2023-12-12,Partially Delivered
PO0455,SUP004,Apex Industrial,P110,UPS,150,3885.09,582763.5,2024-12-16,2025-01-09,Delivered
PO0456,SUP009,Global Components,P103,Monitor,128,6081.71,778458.88,2024-05-20,2024-05-30,Delivered
PO0457,SUP001,Reliable Systems,P115,Headset,40,1912.02,76480.8,2023-08-16,2023-09-01,Cancelled
PO0458,SUP007,Vertex Traders,P101,Laptop,42,39956.68,1678180.56,2024-03-05,2024-03-24,Delivered
PO0459,SUP004,Apex Industrial,P108,Scanner,52,6800.95,353649.4,2023-11-08,2023-11-24,Cancelled
PO0460,SUP009,National Electronics,P105,Mouse,105,501.32,52638.6,2023-01-01,2023-01-22,Partially Delivered
PO0461,SUP007,ABC Technologies,P114,RAM,10,2567.31,25673.1,2024-05-22,2024-06-07,Delivered
PO0462,SUP003,Apex Industrial,P101,Laptop,149,27653.44,4120362.56,2023-04-16,2023-05-09,Ordered
PO0463,SUP005,Metro Distributors,P103,Monitor,57,6251.95,356361.15,2024-01-16,2024-02-14,Ordered
PO0464,SUP004,Prime Supplies,P105,Mouse,76,641.4,48746.4,2023-02-05,2023-02-28,Delivered
PO0465,SUP003,Metro Distributors,P106,Router,59,2184.63,128893.17,2023-06-27,2023-07-02,Partially Delivered
PO0466,SUP006,Vertex Traders,P102,Printer,20,7154.27,143085.4,2024-01-19,2024-02-13,Ordered
PO0467,SUP001,Metro Distributors,P102,Printer,67,10161.52,680821.84,2023-10-18,2023-11-02,Cancelled
PO0468,SUP004,Apex Industrial,P110,UPS,139,4763.69,662152.91,2024-07-27,2024-08-10,Delivered
PO0469,SUP004,National Electronics,P113,SSD,72,3343.03,240698.16,2023-06-16,2023-06-30,Delivered
PO0470,SUP006,Apex Industrial,P110,UPS,119,3538.07,421030.33,2024-07-04,2024-07-09,Delivered
PO0471,SUP005,Global Components,P102,Printer,42,9593.95,402945.9,2023-10-03,2023-11-01,Delivered
PO0472,SUP010,National Electronics,P115,Headset,24,1639.92,39358.08,2023-12-08,2024-01-06,Partially Delivered
PO0473,SUP004,Smart Source,P115,Headset,44,2004.99,88219.56,2023-05-01,2023-05-10,Cancelled
PO0474,SUP006,Reliable Systems,P104,Keyboard,29,1249.81,36244.49,2023-11-13,2023-12-06,Delivered
PO0475,SUP005,Global Components,P102,Printer,13,7982.15,103767.95,2024-09-01,2024-09-30,Delivered
PO0476,SUP003,Prime Supplies,P115,Headset,124,1566.17,194205.08,2023-04-11,2023-05-04,Cancelled
PO0477,SUP006,Metro Distributors,P108,Scanner,29,7228.52,209627.08,2023-04-13,2023-05-03,Cancelled
PO0478,SUP006,Prime Supplies,P103,Monitor,118,6451.93,761327.74,2023-10-08,2023-10-28,Cancelled
PO0479,SUP001,Apex Industrial,P105,Mouse,108,522.78,56460.24,2023-05-26,2023-06-22,Cancelled
PO0480,SUP001,Apex Industrial,P102,Printer,124,9511.15,1179382.6,2023-08-23,2023-08-28,Delivered
PO0481,SUP005,ABC Technologies,P111,Desktop,146,34470.06,5032628.76,2023-11-19,2023-11-28,Delivered
PO0482,SUP006,Vertex Traders,P103,Monitor,37,4550.71,168376.27,2024-12-08,2024-12-20,Ordered
PO0483,SUP010,Global Components,P106,Router,34,2209.45,75121.3,2023-05-23,2023-05-31,Partially Delivered
PO0484,SUP010,Smart Source,P104,Keyboard,22,1269.41,27927.02,2024-03-28,2024-04-17,Delivered
PO0485,SUP005,Prime Supplies,P105,Mouse,129,658.48,84943.92,2023-05-10,2023-05-26,Delivered
