asset_id,location,install_year,last_maintenance_year,usage_hours_per_month,failure_count,condition_score,maintenance_cost_last_year,asset_type,operational_state,disposal_decision
A0280,ZoneY,2018,2018,141.53,5,0.4440288790739637,1597.68,Sensor,Degraded,Recycle
A0281,ZoneX,2002,2002,112.57,5,0.6864264139941139,566.19,Transformer,Obsolete,Recycle
A0282,ZoneY,2008,2010,148.76,4,0.4364517293520614,227.91,Transformer,Obsolete,Sell
A0283,SiteB,2020,2021,125.45,2,0.0318826468529594,1994.93,Sensor,Obsolete,Sell
A0284,ZoneX,2008,2017,85.24,2,0.4059055082000642,1500.93,Meter,Obsolete,Discard
A0285,ZoneX,2019,2025,117.44,5,0.4400014405181815,1186.46,Transformer,Degraded,Retain
A0286,SiteA,2010,2016,82.63,2,0.7840439061886351,824.53,Meter,Obsolete,Recycle
A0287,ZoneY,2021,2025,110.68,6,0.7403177579581837,764.89,Meter,Obsolete,Discard
A0288,SiteA,2009,2016,128.0,7,0.033759633564147,1546.82,Sensor,Obsolete,Discard
A0289,SiteA,2023,2023,172.59,4,0.5144477839871563,1616.08,Meter,Degraded,Retain
A0290,ZoneX,2009,2018,71.52,1,0.6651008555166642,1400.33,Sensor,Obsolete,Discard
A0291,SiteA,2009,2014,53.06,2,0.1951822603595609,1546.41,Meter,Obsolete,Sell
A0292,SiteA,2015,2015,78.78,2,0.4558239505904036,634.69,Meter,Degraded,Recycle
A0293,SiteA,2003,2003,109.47,4,0.5624014998273436,1849.89,Sensor,Obsolete,Recycle
A0294,ZoneY,2022,2022,111.6,7,0.8844302504681328,1870.73,Meter,Obsolete,Recycle
A0295,ZoneX,2013,2014,83.4,2,0.5898135960546601,296.03,Transformer,Degraded,Recycle
A0296,SiteA,2003,2004,128.15,3,0.2091015451615226,944.89,Sensor,Obsolete,Discard
A0297,ZoneX,2020,2025,110.65,4,0.6021406530858506,1929.66,Transformer,Degraded,Retain
A0298,ZoneX,2013,2015,113.16,4,0.4889057676612486,319.75,Meter,Degraded,Recycle
A0299,ZoneX,2022,2025,74.91,2,0.4216275128693663,1794.97,Transformer,Degraded,Retain
A0300,SiteA,2003,2007,107.43,1,0.3871214701483049,1893.39,Transformer,Obsolete,Discard
A0301,ZoneX,2001,2005,148.23,1,0.5061831614285119,894.08,Sensor,Obsolete,Discard
A0302,SiteA,2023,2024,64.19,1,0.4612561919931354,1973.55,Transformer,Degraded,Recycle
A0303,SiteB,2003,2011,76.87,4,0.4365479806966343,839.58,Meter,Obsolete,Sell
A0304,SiteA,2019,2022,117.85,2,0.3913256389970091,1214.14,Meter,Obsolete,Discard
A0305,ZoneX,2016,2020,74.55,3,0.3019148433010741,1487.34,Sensor,Obsolete,Recycle
A0306,ZoneX,2015,2019,64.42,6,0.3360710087915952,1086.62,Sensor,Obsolete,Sell
A0307,SiteB,2005,2010,87.27,4,0.6259029109151878,1081.32,Meter,Obsolete,Sell
A0308,ZoneX,2009,2014,62.35,2,0.2531333263653944,701.56,Sensor,Obsolete,Discard
A0309,ZoneX,2010,2012,113.26,4,0.5225257457468648,1202.21,Transformer,Obsolete,Recycle
A0310,SiteB,2009,2013,135.85,2,0.6339811640891277,201.18,Transformer,Obsolete,Sell
A0311,ZoneY,2004,2013,116.04,3,0.5609061784046533,724.63,Transformer,Obsolete,Sell
A0312,ZoneY,2018,2025,99.18,3,0.4594973605983289,1123.26,Transformer,Degraded,Recycle
A0313,SiteB,2001,2007,94.8,4,0.4844293570775719,1592.39,Transformer,Obsolete,Sell
A0314,ZoneY,2022,2025,66.19,1,0.7577611085930716,289.31,Transformer,Active,Retain
A0315,SiteB,2011,2011,87.27,6,0.6504355438739239,1201.62,Meter,Obsolete,Sell
A0316,SiteB,2010,2014,122.29,1,0.5029784906970238,621.97,Transformer,Obsolete,Recycle
A0317,SiteB,2011,2018,138.88,0,0.4702743223536931,1300.63,Transformer,Degraded,Recycle
A0318,ZoneX,2013,2015,81.73,5,0.2396985780059065,984.16,Transformer,Obsolete,Sell
A0319,SiteA,2022,2024,158.43,2,0.2090221155127579,1883.87,Sensor,Obsolete,Recycle
A0320,SiteA,2004,2011,97.74,1,0.8042599396867214,1007.8,Transformer,Obsolete,Discard
A0321,SiteB,2023,2024,128.24,1,0.1369970291216972,406.63,Meter,Obsolete,Discard
A0322,SiteB,2006,2006,71.53,6,0.826019021893852,1695.71,Meter,Obsolete,Discard
A0323,ZoneX,2007,2012,68.3,2,0.5347441047624365,1338.03,Sensor,Obsolete,Sell
A0324,SiteB,2021,2025,103.69,7,0.6828812888589587,1687.79,Transformer,Obsolete,Discard
A0325,ZoneY,2014,2018,71.2,1,0.3943154347076402,1812.26,Meter,Obsolete,Sell
A0326,ZoneY,2015,2016,112.7,1,0.7391779088889912,1970.42,Meter,Degraded,Retain
A0327,ZoneX,2014,2022,95.34,0,0.2438279022362868,249.05,Meter,Obsolete,Recycle
A0328,ZoneX,2001,2001,54.38,3,0.4716627034234535,852.61,Sensor,Obsolete,Discard
A0329,ZoneY,2021,2021,139.77,2,0.920403115792557,885.78,Transformer,Active,Retain
A0330,SiteB,2002,2007,122.52,2,0.6477858134722239,1886.8,Sensor,Obsolete,Sell
A0331,ZoneX,2023,2025,77.23,2,0.4299031674008502,951.8,Meter,Degraded,Retain
A0332,ZoneX,2012,2018,146.51,0,0.7672840236238554,1892.33,Sensor,Degraded,Retain
A0333,SiteA,2012,2019,120.27,5,0.5469983463747952,718.41,Transformer,Degraded,Recycle
A0334,SiteA,2017,2024,109.52,0,0.7717801504357686,1516.68,Transformer,Active,Retain
A0335,ZoneY,2007,2015,109.65,2,0.1133293841162447,364.47,Transformer,Obsolete,Discard
A0336,SiteA,2023,2025,159.7,3,0.3659092710573042,882.27,Sensor,Obsolete,Recycle
A0337,SiteA,2018,2024,104.21,3,0.6432424429102606,1206.93,Sensor,Degraded,Retain
A0338,ZoneX,2013,2022,97.17,6,0.3195589595671277,416.7,Transformer,Obsolete,Recycle
A0339,SiteB,2011,2019,132.12,1,0.307078766676641,1597.32,Sensor,Obsolete,Sell
A0340,SiteB,2022,2023,90.97,3,0.4786910410093532,242.67,Sensor,Degraded,Retain
A0341,ZoneX,2023,2025,110.33,3,0.4737496972049092,1904.16,Sensor,Degraded,Retain
A0342,SiteB,2014,2022,79.7,0,0.6073798761651643,695.43,Transformer,Degraded,Recycle
A0343,SiteB,2013,2020,97.77,3,0.7372518164411681,606.94,Meter,Degraded,Recycle
A0344,SiteB,2021,2025,56.74,4,0.3504656175505825,589.25,Sensor,Obsolete,Discard
A0345,ZoneY,2007,2011,95.32,3,0.6411031431995123,302.02,Transformer,Obsolete,Recycle
A0346,ZoneY,2006,2009,46.72,4,0.5102192769738678,453.99,Sensor,Obsolete,Discard
A0347,ZoneX,2023,2025,110.22,1,0.2792601839615257,1981.56,Meter,Obsolete,Recycle
A0348,SiteA,2003,2012,107.38,1,0.5822568012808447,1313.79,Meter,Obsolete,Discard
A0349,ZoneY,2003,2010,144.93,6,0.4328449836002325,1758.01,Transformer,Obsolete,Sell
A0350,SiteA,2003,2005,127.01,5,0.4237252403327707,1446.24,Transformer,Obsolete,Recycle
A0351,SiteB,2018,2025,77.02,3,0.1807253464880043,404.19,Meter,Obsolete,Recycle
A0352,SiteB,2018,2019,111.02,2,0.1870049834537283,1599.42,Sensor,Obsolete,Sell
A0353,ZoneY,2010,2012,111.65,2,0.5264568586772843,1238.39,Meter,Obsolete,Recycle
A0354,ZoneX,2004,2010,76.81,2,0.724696597354583,728.04,Sensor,Obsolete,Discard
A0355,ZoneY,2021,2024,91.61,5,0.4263238208917346,429.99,Transformer,Degraded,Retain
A0356,SiteA,2006,2012,134.95,2,0.3755241632399619,1512.09,Sensor,Obsolete,Discard
A0357,SiteA,2016,2016,108.61,0,0.92067277397506,1667.5,Transformer,Active,Retain
A0358,ZoneX,2005,2008,118.25,1,0.9595031007119104,370.94,Transformer,Obsolete,Recycle
A0359,SiteA,2002,2005,145.1,1,0.3672515952254095,1034.87,Sensor,Obsolete,Recycle
A0360,ZoneY,2006,2015,40.38,5,0.4134501265544118,1647.37,Transformer,Obsolete,Recycle
A0361,SiteA,2023,2025,70.22,3,0.900619070441033,425.99,Sensor,Degraded,Retain
A0362,ZoneY,2021,2025,45.8,3,0.5414975177754476,286.57,Meter,Degraded,Retain
A0363,ZoneY,2012,2021,113.24,1,0.7771633163128202,1304.55,Transformer,Degraded,Retain
A0364,SiteB,2012,2012,101.16,2,0.7109733422726631,1153.49,Transformer,Degraded,Recycle
A0365,SiteB,2006,2010,134.87,1,0.4615980533078505,912.69,Transformer,Obsolete,Recycle
A0366,SiteB,2010,2010,64.29,4,0.7013599839369778,498.89,Meter,Obsolete,Recycle
A0367,SiteA,2002,2004,140.21,4,0.3603029196595765,1366.82,Sensor,Obsolete,Discard
A0368,ZoneY,2002,2007,31.75,2,0.2239418575121508,1762.7,Meter,Obsolete,Sell
A0369,ZoneY,2015,2015,48.72,1,0.7297313593357572,1194.26,Sensor,Degraded,Recycle
A0370,ZoneX,2001,2002,106.38,3,0.7043678280396278,458.25,Sensor,Obsolete,Recycle
A0371,ZoneX,2007,2010,124.12,3,0.1985705994460292,1848.42,Sensor,Obsolete,Recycle
A0372,ZoneY,2014,2017,78.8,4,0.6694200134495539,1245.16,Sensor,Degraded,Retain
A0373,ZoneY,2001,2005,85.22,0,0.3837406148929197,223.23,Meter,Obsolete,Sell
A0374,ZoneX,2008,2008,42.06,1,0.6865250383318319,1553.83,Sensor,Obsolete,Sell
A0375,SiteB,2000,2009,92.06,1,0.5013337378901187,1639.61,Meter,Obsolete,Discard
A0376,ZoneX,2023,2025,26.97,0,0.1985564113445655,225.8,Meter,Obsolete,Recycle
A0377,ZoneX,2003,2003,103.64,2,0.628248206370891,1399.74,Transformer,Obsolete,Recycle
A0378,ZoneX,2015,2021,63.51,1,0.4832984629234599,1069.93,Sensor,Degraded,Recycle
A0379,ZoneX,2001,2008,83.18,2,0.8847244471317033,1600.06,Sensor,Obsolete,Discard
A0380,SiteB,2023,2024,90.33,3,0.4501191553253917,421.91,Transformer,Degraded,Recycle
A0381,SiteA,2009,2017,133.17,0,0.7007839452363739,505.77,Transformer,Obsolete,Sell
A0382,ZoneY,2023,2025,84.96,4,0.5842648331587935,505.11,Meter,Degraded,Retain
A0383,SiteB,2018,2021,114.89,4,0.5209503618398167,1773.75,Meter,Degraded,Retain
A0384,ZoneX,2022,2025,97.68,3,0.8364770080909975,869.82,Transformer,Degraded,Recycle
A0385,SiteB,2011,2014,124.77,2,0.6834435047009869,1135.3,Sensor,Degraded,Recycle
A0386,SiteB,2008,2013,104.97,2,0.7885020133274585,936.35,Transformer,Obsolete,Sell
A0387,SiteA,2010,2015,156.5,3,0.9278870031489967,1049.13,Transformer,Obsolete,Sell
A0388,ZoneX,2018,2024,68.1,2,0.3435372803238833,1540.53,Transformer,Obsolete,Sell
A0389,ZoneY,2007,2015,96.79,4,0.7528521212556897,718.73,Transformer,Obsolete,Recycle
A0390,ZoneY,2002,2003,125.09,1,0.6068466215683073,1485.95,Transformer,Obsolete,Recycle
A0391,SiteA,2013,2016,103.39,3,0.6247289505189683,973.41,Transformer,Degraded,Recycle
A0392,ZoneY,2016,2021,104.33,1,0.784070948495094,1258.38,Sensor,Active,Retain
A0393,ZoneY,2019,2025,68.01,2,0.5265340538093072,226.3,Meter,Degraded,Recycle
A0394,SiteB,2012,2020,52.33,3,0.4603449829215348,1653.89,Transformer,Degraded,Recycle
A0395,SiteA,2011,2012,114.74,1,0.2299204821448037,775.54,Meter,Obsolete,Recycle
A0396,SiteB,2005,2013,88.22,2,0.1613267337182175,1646.76,Transformer,Obsolete,Recycle
A0397,SiteB,2022,2025,105.96,6,0.7305343821222635,572.27,Sensor,Obsolete,Sell
A0398,SiteB,2022,2025,70.17,2,0.4222077733151382,1661.74,Transformer,Degraded,Recycle
A0399,SiteA,2020,2025,93.27,4,0.3935101325781474,1075.11,Transformer,Obsolete,Recycle
A0400,ZoneY,2014,2021,89.22,6,0.8603321612208341,616.3,Transformer,Obsolete,Sell
A0401,SiteB,2004,2006,95.44,1,0.3453396373485348,1898.43,Transformer,Obsolete,Discard
A0402,SiteA,2003,2005,95.74,4,0.5749395866200394,1491.44,Transformer,Obsolete,Recycle
A0403,SiteA,2005,2010,102.19,1,0.4293013708528103,1240.09,Meter,Obsolete,Sell
A0404,ZoneX,2005,2005,138.26,4,0.3253715861777653,402.66,Sensor,Obsolete,Discard
A0405,ZoneX,2014,2015,90.55,2,0.7191066805964412,1333.33,Transformer,Degraded,Retain
A0406,SiteA,2011,2019,97.34,1,0.5988522027839983,259.88,Sensor,Degraded,Retain
A0407,SiteB,2011,2019,89.05,2,0.6529644038629578,959.95,Transformer,Degraded,Recycle
A0408,SiteA,2015,2019,112.94,1,0.6130942854969459,760.83,Meter,Degraded,Retain
A0409,SiteB,2007,2015,116.26,3,0.7274450894687855,1847.0,Meter,Obsolete,Discard
A0410,SiteB,2017,2022,78.56,1,0.6161407454779436,1122.31,Meter,Degraded,Recycle
A0411,ZoneX,2015,2016,122.21,2,0.7787809064721806,618.75,Sensor,Degraded,Retain
A0412,ZoneX,2000,2001,137.59,4,0.3597431759845911,1976.41,Transformer,Obsolete,Sell
A0413,SiteA,2009,2016,99.33,5,0.6658161371964669,419.38,Sensor,Obsolete,Sell
A0414,ZoneY,2003,2008,130.05,0,0.5656409920769734,536.82,Sensor,Obsolete,Recycle
A0415,SiteA,2018,2025,77.21,2,0.0965954956816937,308.41,Sensor,Obsolete,Recycle
A0416,SiteB,2022,2025,127.27,4,0.3184876420970646,992.13,Meter,Obsolete,Discard
A0417,SiteA,2006,2011,94.94,0,0.7247471335185436,1675.32,Sensor,Obsolete,Discard
A0418,ZoneY,2018,2024,101.61,7,0.4584512133386072,1394.05,Sensor,Obsolete,Sell
A0419,ZoneX,2012,2016,130.56,3,0.475511570349596,1470.72,Transformer,Degraded,Retain
A0420,ZoneX,2005,2006,88.0,5,0.4982463146695186,324.27,Transformer,Obsolete,Discard
A0421,ZoneX,2009,2009,125.85,7,0.5972363855726907,1879.32,Sensor,Obsolete,Sell
A0422,ZoneX,2018,2025,148.19,3,0.9681604470289544,942.26,Meter,Degraded,Retain
A0423,SiteB,2005,2014,115.41,1,0.1459183471921037,464.89,Transformer,Obsolete,Sell
A0424,ZoneY,2010,2017,53.8,4,0.2698412187306144,632.39,Sensor,Obsolete,Discard
A0425,SiteB,2012,2013,148.57,4,0.3483546473299298,809.88,Sensor,Obsolete,Discard
A0426,ZoneX,2002,2003,180.34,1,0.8217181401405523,356.8,Sensor,Obsolete,Discard
A0427,SiteB,2009,2018,99.87,4,0.6681760905082486,1661.25,Meter,Obsolete,Sell
A0428,ZoneX,2017,2019,134.53,7,0.2227577223303088,1548.13,Meter,Obsolete,Sell
A0429,SiteA,2018,2023,71.72,3,0.5669033431320981,588.86,Sensor,Degraded,Retain
A0430,ZoneX,2021,2024,29.05,5,0.5990059875540207,296.81,Meter,Degraded,Retain
A0431,SiteB,2013,2022,162.68,5,0.3733205299742509,1955.74,Transformer,Obsolete,Recycle
A0432,ZoneY,2016,2018,137.49,2,0.1757329313161887,1052.18,Sensor,Obsolete,Recycle
A0433,ZoneX,2017,2019,136.91,2,0.5188361473150077,497.9,Transformer,Degraded,Recycle
A0434,SiteB,2007,2013,89.89,1,0.426951994576629,1871.47,Transformer,Obsolete,Discard
A0435,ZoneX,2004,2006,115.06,3,0.6992630033510269,1625.4,Meter,Obsolete,Discard
A0436,ZoneX,2022,2024,79.15,4,0.4274459456978262,791.09,Transformer,Degraded,Retain
A0437,SiteB,2017,2025,81.22,4,0.7023189983859391,985.24,Sensor,Degraded,Retain
A0438,SiteB,2002,2007,122.6,1,0.8734917404668913,1705.55,Sensor,Obsolete,Discard
A0439,ZoneX,2007,2012,75.97,2,0.6886842588738786,1950.43,Transformer,Obsolete,Discard
A0440,SiteA,2018,2025,82.96,5,0.2251398414205707,1966.13,Transformer,Obsolete,Recycle
A0441,ZoneY,2023,2025,83.94,1,0.724273022263169,271.86,Sensor,Degraded,Recycle
A0442,SiteA,2003,2005,88.41,4,0.5319370827714033,1130.98,Sensor,Obsolete,Recycle
A0443,ZoneY,2008,2017,182.46,4,0.634727055052233,1843.04,Meter,Obsolete,Discard
A0444,ZoneX,2002,2006,68.09,2,0.3181038857846775,1450.85,Transformer,Obsolete,Discard
A0445,SiteB,2012,2016,150.13,3,0.5234518070299523,545.52,Transformer,Degraded,Retain
A0446,SiteB,2001,2004,71.47,3,0.7397995734831957,1053.48,Meter,Obsolete,Sell
A0447,SiteA,2007,2016,82.72,4,0.3391579448750491,1974.45,Transformer,Obsolete,Sell
A0448,SiteA,2020,2025,89.09,0,0.4943177153108382,1169.05,Transformer,Degraded,Recycle
A0449,SiteB,2013,2018,101.96,2,0.973104088180224,971.56,Sensor,Degraded,Recycle
A0450,SiteA,2019,2023,137.04,5,0.4865171913218626,1357.0,Sensor,Degraded,Retain
A0451,SiteB,2014,2021,67.32,2,0.5169055864655593,1176.63,Sensor,Degraded,Recycle
A0452,SiteA,2021,2025,134.38,4,0.3827300824804801,838.64,Sensor,Obsolete,Sell
A0453,ZoneY,2022,2025,43.3,3,0.128038410580273,1108.35,Sensor,Obsolete,Recycle
A0454,ZoneY,2003,2004,101.16,4,0.4529214816149691,1889.98,Sensor,Obsolete,Recycle
A0455,ZoneY,2016,2019,108.91,5,0.3629900177840516,1680.87,Meter,Obsolete,Recycle
A0456,ZoneY,2010,2014,102.14,4,0.7574340896228945,792.62,Meter,Obsolete,Discard
A0457,ZoneY,2004,2010,97.03,2,0.8236269716575509,270.85,Transformer,Obsolete,Discard
A0458,SiteA,2017,2025,129.47,0,0.6426287176160064,1211.48,Transformer,Degraded,Recycle
A0459,SiteB,2020,2025,95.2,5,0.5589734955219665,457.07,Meter,Degraded,Retain
A0460,ZoneY,2015,2016,109.74,5,0.5908791460205662,407.65,Transformer,Degraded,Retain
A0461,SiteB,2018,2019,94.54,5,0.4308893163919424,1447.24,Meter,Degraded,Recycle
A0462,ZoneY,2009,2009,112.56,3,0.5413365380291879,363.01,Transformer,Obsolete,Sell
A0463,SiteB,2017,2019,91.05,3,0.3867784182632958,1071.51,Transformer,Obsolete,Sell
A0464,ZoneX,2020,2022,44.74,2,0.6218040340967416,1940.54,Transformer,Degraded,Recycle
A0465,ZoneY,2015,2016,165.89,5,0.3461495499936694,1492.7,Transformer,Obsolete,Sell
A0466,ZoneY,2014,2021,77.49,5,0.2571701706225595,768.14,Transformer,Obsolete,Recycle
A0467,ZoneY,2005,2014,84.29,2,0.4200187798583426,1970.01,Transformer,Obsolete,Sell
A0468,ZoneX,2013,2016,89.38,1,0.4189453981752306,951.3,Transformer,Degraded,Recycle
A0469,SiteA,2022,2024,73.07,3,0.1941730058342072,361.22,Sensor,Obsolete,Discard
A0470,SiteB,2016,2023,77.64,3,0.4884170137776929,770.43,Meter,Degraded,Retain
A0471,ZoneY,2018,2025,121.96,6,0.596298710599207,792.88,Transformer,Obsolete,Sell
A0472,SiteB,2021,2025,67.05,5,0.2874157570664274,914.22,Transformer,Obsolete,Recycle
A0473,SiteB,2000,2005,174.97,3,0.624228328098822,1133.75,Meter,Obsolete,Discard
A0474,ZoneY,2001,2008,98.57,2,0.4242489294289129,736.32,Meter,Obsolete,Discard
A0475,ZoneY,2011,2016,80.77,3,0.3662286927797821,1239.24,Meter,Obsolete,Recycle
A0476,ZoneY,2006,2009,124.24,2,0.8171246962054916,977.62,Transformer,Obsolete,Recycle
A0477,ZoneX,2007,2008,99.77,1,0.1366489562612206,680.86,Sensor,Obsolete,Discard
A0478,ZoneX,2008,2012,126.66,2,0.6456394798483379,1897.37,Meter,Obsolete,Recycle
A0479,SiteA,2000,2001,81.5,6,0.8338128412283864,1377.6,Transformer,Obsolete,Discard
A0480,ZoneY,2005,2010,132.4,4,0.8063020130147356,1968.47,Sensor,Obsolete,Sell
A0481,SiteA,2012,2020,110.46,3,0.6620001292504966,1034.52,Meter,Degraded,Recycle
A0482,SiteB,2012,2017,106.01,2,0.6732524535634614,1428.52,Meter,Degraded,Retain
A0483,SiteB,2009,2018,33.45,3,0.4149582540667068,1803.5,Transformer,Obsolete,Recycle
A0484,SiteA,2012,2019,99.86,4,0.7120213848572426,801.02,Meter,Degraded,Retain
A0485,SiteB,2010,2017,39.41,3,0.2755731661607841,364.44,Transformer,Obsolete,Recycle
A0486,ZoneY,2011,2020,124.88,4,0.8212110973548669,1996.97,Sensor,Degraded,Retain
A0487,ZoneX,2016,2024,101.93,3,0.4023298913520053,1415.42,Transformer,Degraded,Recycle
A0488,SiteA,2004,2010,66.42,4,0.8693704772640898,780.18,Transformer,Obsolete,Recycle
A0489,ZoneX,2017,2021,64.55,3,0.5318545286253598,765.49,Sensor,Degraded,Recycle
A0490,SiteA,2005,2005,118.93,3,0.2667535650567761,1811.14,Sensor,Obsolete,Sell
A0491,ZoneY,2020,2025,77.05,5,0.2756749000158341,554.0,Meter,Obsolete,Sell
A0492,SiteB,2014,2015,98.52,3,0.6219523928360063,454.49,Meter,Degraded,Retain
A0493,ZoneY,2018,2023,72.62,4,0.4694426494729083,612.91,Transformer,Degraded,Retain
A0494,ZoneX,2004,2007,131.02,1,0.6976710943268314,1984.92,Transformer,Obsolete,Discard
A0495,SiteB,2017,2021,128.36,1,0.8177043492280877,1796.68,Sensor,Active,Retain
A0496,ZoneX,2020,2021,106.5,4,0.3731887501444984,321.11,Meter,Obsolete,Discard
A0497,ZoneX,2021,2025,117.53,1,0.6299764989126201,1425.01,Transformer,Degraded,Recycle
A0498,SiteB,2000,2003,69.83,4,0.6780753415136751,677.31,Transformer,Obsolete,Recycle
A0499,SiteA,2008,2008,143.56,3,0.5597241438540111,880.97,Transformer,Obsolete,Recycle
A0500,SiteA,2012,2020,85.04,4,0.4655213660108894,1245.38,Sensor,Degraded,Recycle
A0501,SiteB,2003,2004,75.93,1,0.2770819301349215,1248.03,Transformer,Obsolete,Sell
A0502,ZoneX,2014,2016,149.54,7,0.5452531566956946,368.41,Transformer,Obsolete,Sell
A0503,ZoneX,2004,2009,88.3,2,0.0814890512100904,234.38,Meter,Obsolete,Recycle
A0504,ZoneY,2002,2004,137.29,0,0.5727178583939544,213.43,Meter,Obsolete,Discard
A0505,ZoneY,2018,2024,81.12,4,0.7226121925700519,1275.74,Meter,Degraded,Retain
A0506,SiteA,2019,2019,96.92,1,0.4180395928937792,1113.3,Sensor,Degraded,Retain
A0507,SiteB,2014,2014,88.03,2,0.238238862740915,591.9,Transformer,Obsolete,Sell
A0508,ZoneY,2008,2017,144.0,6,0.3786039565564043,1600.37,Transformer,Obsolete,Sell
A0509,ZoneY,2001,2009,90.3,4,0.5214072048440762,397.07,Sensor,Obsolete,Discard
A0510,SiteB,2006,2012,128.73,4,0.3504464779520578,932.42,Meter,Obsolete,Recycle
A0511,SiteA,2008,2015,144.13,2,0.6903138327531461,1782.91,Transformer,Obsolete,Sell
A0512,ZoneY,2018,2020,85.51,1,0.5686285352902957,1622.15,Meter,Degraded,Recycle
A0513,ZoneX,2021,2025,123.66,2,0.5369578431511017,345.21,Sensor,Degraded,Retain
A0514,SiteA,2017,2017,65.85,4,0.7054764873381018,1914.07,Meter,Degraded,Retain
A0515,ZoneX,2005,2007,40.69,5,0.6563734281849182,1915.97,Sensor,Obsolete,Discard
A0516,ZoneX,2002,2006,83.37,2,0.2278455492221556,468.89,Meter,Obsolete,Recycle
A0517,ZoneX,2003,2003,133.95,2,0.4355757400213331,256.42,Sensor,Obsolete,Sell
A0518,SiteB,2011,2016,144.01,5,0.4963218556674976,1735.91,Meter,Degraded,Retain
A0519,SiteB,2003,2009,96.17,1,0.4355670539987953,1454.16,Sensor,Obsolete,Discard
A0520,ZoneY,2021,2021,103.3,4,0.3757760201063724,489.55,Transformer,Obsolete,Sell
A0521,ZoneX,2000,2001,134.63,1,0.9185691376192168,1152.68,Sensor,Obsolete,Discard
A0522,ZoneY,2004,2006,87.79,4,0.6042833158541491,1961.0,Meter,Obsolete,Discard
A0523,ZoneX,2006,2013,171.75,2,0.1549286139451675,1179.4,Sensor,Obsolete,Sell
A0524,SiteB,2008,2015,92.88,3,0.2558216323498252,1395.26,Sensor,Obsolete,Discard
A0525,ZoneY,2016,2021,72.27,4,0.355771036701186,1500.83,Transformer,Obsolete,Sell
A0526,ZoneX,2022,2025,81.94,2,0.2854886775337331,778.76,Transformer,Obsolete,Sell
A0527,ZoneY,2019,2022,70.11,5,0.3967814223457544,1999.03,Meter,Obsolete,Recycle
A0528,ZoneX,2010,2010,101.52,1,0.5196785868891858,339.47,Meter,Obsolete,Discard
A0529,ZoneX,2010,2011,80.39,3,0.3283925078730879,1532.68,Meter,Obsolete,Recycle
A0530,ZoneY,2021,2025,89.55,0,0.7376792745715065,1109.64,Transformer,Degraded,Recycle
A0531,ZoneY,2008,2014,115.43,4,0.5389597865360325,568.5,Transformer,Obsolete,Discard
A0532,ZoneY,2004,2006,104.41,1,0.122106743000517,555.84,Transformer,Obsolete,Recycle
A0533,ZoneX,2014,2015,134.13,3,0.3018578561868693,361.68,Transformer,Obsolete,Recycle
A0534,SiteB,2006,2007,101.61,4,0.5418371787096735,638.35,Transformer,Obsolete,Discard
A0535,SiteA,2018,2021,109.93,3,0.3496122199268077,542.69,Sensor,Obsolete,Discard
A0536,SiteA,2003,2009,108.04,3,0.3093387873532663,881.67,Meter,Obsolete,Recycle
A0537,ZoneY,2023,2025,125.7,2,0.8804447380668544,1512.58,Meter,Active,Retain
A0538,SiteB,2001,2009,117.62,3,0.7941851531197921,920.59,Transformer,Obsolete,Recycle
A0539,ZoneX,2006,2008,69.78,0,0.4401888292058295,1051.38,Transformer,Obsolete,Recycle
A0540,ZoneX,2011,2016,100.09,2,0.5996144123382021,1188.94,Transformer,Degraded,Retain
A0541,SiteA,2006,2007,93.83,8,0.8091506568936524,1163.84,Meter,Obsolete,Sell
A0542,SiteB,2017,2025,65.97,5,0.6711893555001451,996.78,Sensor,Degraded,Recycle
A0543,SiteB,2000,2002,133.58,3,0.948921867891512,1143.66,Transformer,Obsolete,Discard
A0544,SiteA,2011,2014,72.53,2,0.6424921985437214,847.99,Meter,Degraded,Recycle
A0545,ZoneX,2012,2015,83.16,1,0.8946149788869457,1490.93,Transformer,Degraded,Recycle
A0546,ZoneX,2015,2020,83.83,1,0.135300704343219,389.4,Sensor,Obsolete,Sell
A0547,ZoneY,2012,2015,106.87,3,0.6262415038330621,267.55,Transformer,Degraded,Recycle
A0548,SiteA,2010,2016,91.37,4,0.7123253401767443,662.45,Transformer,Obsolete,Recycle
A0549,ZoneY,2006,2013,126.89,6,0.3886728030770872,643.98,Sensor,Obsolete,Recycle
A0550,SiteA,2001,2007,101.88,5,0.7784427429193541,1728.28,Transformer,Obsolete,Discard
A0551,SiteB,2012,2019,66.61,4,0.3124997286539191,1893.24,Transformer,Obsolete,Recycle
A0552,ZoneX,2002,2011,81.56,1,0.3286949234292624,1635.21,Sensor,Obsolete,Discard
A0553,ZoneX,2003,2008,111.33,2,0.5763901812366439,1498.61,Transformer,Obsolete,Recycle
A0554,ZoneX,2000,2009,126.69,5,0.7376807642592685,1501.11,Sensor,Obsolete,Recycle
A0555,ZoneX,2004,2006,87.99,4,0.1437408396777185,1498.2,Sensor,Obsolete,Sell
A0556,SiteB,2018,2023,99.37,8,0.2149644574647465,1184.71,Meter,Obsolete,Sell
A0557,ZoneY,2007,2008,119.7,5,0.7633977364047965,1706.11,Meter,Obsolete,Sell
A0558,SiteB,2021,2021,83.54,1,0.1894697213037364,1804.37,Transformer,Obsolete,Recycle
A0559,ZoneY,2003,2009,80.49,1,0.5806262860836469,1429.72,Transformer,Obsolete,Recycle
